Gss year for this respondent                       ,Respondent id number,Labor force status,Number of hours worked last week,Number of hours usually work a week,Ever work as long as one year,R self-emp or works for somebody,Rs census occupation code (1980),Rs industry code   (1980),Rs census occupation code (2010),Number of children,Age of respondent,Highest year of school completed,Rs highest degree,Respondents sex,Race of respondent,Was r born in this country,Number of persons in household,How many in family earned money,Total family income,Respondents income,Total family income,Respondents income,Health -- version y,General happiness,Condition of health,Is life exciting or dull,To work hard,Weeks r. worked last year,Was r's work part-time or full-time?,Satisfaction with financial situation,Opinion of family income,Ever unemployed in last ten yrs,Opinion of how people get ahead,Rs living standard compared to parents,Work arrangement at main job,Time at current job,Usual work schedule,Days per month r work extra hours,How often r works at home,Usual reason r work at home,R has job other than main,Job requires r to learn new things,Job requires r to work fast,R does numerous things on job,R has too much work to do well,R knows what's expected on job,Job allows r use of skills,R proud to work for employer,A lot of freedom to decide how to do job,The job security is good,How fair is what r earn on the job,Income alone is enough,Rs health in general,Days of poor physical health past 30 days,Days of poor mental health past 30 days,Days of activity limitation past 30 days,How often during past month r felt used up,R had back pain in the past 12 months,Trouble sleeping last 12 months,Job satisfaction in general,R work for whom,How often does r find work stressful,Internet access in r's home,The highest degree r have earned,Is r us citizen,Does r own or rent home?,Number in family of r,Respondent socioeconomic index,Year of birth,Ballot used for interview,Occupation code based on o*net,R's socioeconomic index (2010)
2010,1816,Working fulltime,50,Not applicable,Not applicable,Someone else,"Supervisors, general office","Public finance, taxation, and monetary policy",Customer service representatives,1,50,12,High school,Female,White,Yes,2,3,$25000 or more,$25000 or more,$150000 or over,$50000 to 59999,Too much,Pretty happy,Fair,Routine,2nd important,52,Full-time,Satisfied,Above average,No,Hard work,About the same,"Regular, permanent employee",3,Day shift,20,Never,Not applicable,No,Agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly agree,Strongly agree,Not at all true,Not too true,Somewhat less than you deserve,No,Fair,1,0,0,Very often,Yes,Often,Very satisfied,Government or government agency,Sometimes,Yes,Not applicable,Not applicable,Not applicable,1st person,51.9,1960,Ballot c,113031.02,37.6
2010,1817,Working fulltime,40,Not applicable,Not applicable,Someone else,"Managers and administrators, n.e.c.","Credit agencies, n.e.c.",Administrative services managers,0,39,20,Graduate,Female,White,Yes,2,2,$25000 or more,$25000 or more,$110000 to $129999,$50000 to 59999,Too little,Very happy,Good,Routine,Not applicable,52,Full-time,Not at all sat,Average,Not applicable,Hard work,Not applicable,"Regular, permanent employee",8,Day shift,2,Never,Not applicable,No,Disagree,Disagree,Strongly agree,Disagree,Agree,Agree,Agree,Very true,Somewhat true,Much less than you deserve,Yes,Good,0,0,0,Rarely,No,Sometimes,Somewhat satisfied,Non-profit organization,Hardly ever,Not applicable,Not applicable,Not applicable,Own or is buying,1st person,63.5,1971,Ballot a,111021,64.9
2010,1818,Working fulltime,40,Not applicable,Not applicable,Someone else,"Teachers, elementary school",Elementary and secondary schools,Elementary and middle school teachers,1,46,18,Graduate,Female,White,Yes,3,2,$25000 or more,$25000 or more,$110000 to $129999,$40000 to 49999,Too much,Pretty happy,Excellent,Routine,Most important,52,Full-time,Not at all sat,Average,Yes,Hard work,Somewhat worse,"Regular, permanent employee",3,Day shift,1,Never,Not applicable,No,Strongly agree,Agree,Agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Very true,Very true,Somewhat less than you deserve,Yes,Excellent,1,3,1,Sometimes,No,Sometimes,Very satisfied,Government or government agency,Sometimes,Yes,Master's,Not applicable,Not applicable,1st person,78.5,1964,Ballot c,252022,80.9
2010,1819,Working fulltime,42,Not applicable,Not applicable,Someone else,"Sales workers, other commodities",Department stores,Retail salespersons,3,60,12,High school,Female,White,Yes,7,3,$25000 or more,$20000 - 24999,$40000 to 49999,$20000 to 22499,Too little,Pretty happy,Good,Routine,Not applicable,52,Full-time,Not at all sat,Below average,Not applicable,Hard work,Not applicable,"Regular, permanent employee",5,Day shift,1,Never,Not applicable,No,Disagree,Disagree,Agree,Disagree,Strongly agree,Agree,Agree,Not too true,Very true,Somewhat less than you deserve,No,Good,0,0,0,Often,Yes,Often,Somewhat satisfied,Private company,Often,No,Not applicable,Not applicable,Pays rent,2nd person,38.9,1950,Ballot a,412031,39.7
2010,1820,Retired,Not applicable,Not applicable,Yes,Someone else,Timber cutting and logging occupations,Logging,Logging workers,1,55,12,Lt high school,Male,Black,Yes,1,0,$10000 - 14999,Not applicable,$10000 to 12499,Not applicable,Not applicable,Pretty happy,Not applicable,Not applicable,Most important,0,Not applicable,Not at all sat,Below average,No,Not applicable,Somewhat better,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No issp,Not applicable,Not applicable,Not applicable,Own or is buying,1st person,26.9,1955,Ballot b,517041,20
2010,1821,Keeping house,Not applicable,Not applicable,No,Not applicable,Not applicable,Not applicable,Not applicable,4,35,12,High school,Female,Black,Yes,4,1,$3000 to 3999,Not applicable,$3 000 to 3 999,Not applicable,Not applicable,Not too happy,Good,Routine,Least important,0,Not applicable,Not at all sat,Below average,Yes,Luck or help,About the same,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No issp,Not applicable,Not applicable,Not applicable,Not applicable,1st person,-1,1975,Ballot c,No answer,-1
2010,1822,Working parttime,24,Not applicable,Not applicable,Someone else,Maids and housemen,Hotels and motels,Laundry and dry-cleaning workers,0,48,12,High school,Female,Black,Yes,1,1,$5000 to 5999,$5000 to 5999,$5 000 to 5 999,$5 000 to 5 999,Too little,Very happy,Fair,Exciting,Not applicable,12,Part-time,More or less,Average,Not applicable,Hard work,Not applicable,No answer,99,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No,Not applicable,Not applicable,Pays rent,1st person,21.2,1962,Ballot a,372012,15.8
2010,1823,Working fulltime,40,Not applicable,Not applicable,Someone else,"Teachers, elementary school",Elementary and secondary schools,Elementary and middle school teachers,1,30,20,Bachelor,Female,Black,Yes,2,1,$25000 or more,$25000 or more,$30000 to 34999,$30000 to 34999,Not applicable,Pretty happy,Not applicable,Not applicable,Most important,36,Full-time,Satisfied,Average,Yes,Not applicable,Much better,"Regular, permanent employee",3,Day shift,0,Never,Not applicable,No,Strongly agree,Agree,Disagree,Agree,Agree,Strongly agree,Agree,Somewhat true,Somewhat true,Somewhat less than you deserve,Yes,Very good,0,3,0,Sometimes,No,Sometimes,Very satisfied,Government or government agency,Sometimes,Not applicable,Not applicable,Not applicable,Own or is buying,1st person,78.5,1980,Ballot b,252021,80.9
2010,1824,Keeping house,Not applicable,Not applicable,Yes,Someone else,Butchers and meat cutters,Meat products,"Food processing workers, all other",3,62,11,Lt high school,Female,Black,Yes,1,0,$10000 - 14999,Not applicable,$12500 to 14999,Not applicable,Not applicable,Not too happy,Fair,Exciting,Not applicable,0,Not applicable,More or less,Below average,Not applicable,Hard work,Not applicable,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No issp,Not applicable,Not applicable,Not applicable,Own or is buying,1st person,33.1,1948,Ballot a,452011,21.6
2010,1825,Working fulltime,40,Not applicable,Not applicable,Someone else,"Bookkeepers, accounting and auditing clerks","Social services, n.e.c.",Billing and posting clerks,3,57,16,Bachelor,Female,Black,Yes,2,1,$25000 or more,$20000 - 24999,$50000 to 59999,$22500 to 24999,About right,Pretty happy,Not applicable,Not applicable,2nd important,52,Full-time,More or less,Average,No,Not applicable,Much better,"Regular, permanent employee",1,Day shift,0,Never,Not applicable,No,Agree,Disagree,Agree,Disagree,Strongly agree,Strongly agree,Agree,Somewhat true,Very true,About as much as you deserve,No,Very good,1,1,0,Sometimes,No,Sometimes,Very satisfied,Government or government agency,Hardly ever,Not applicable,Not applicable,Not applicable,Own or is buying,2nd person,38,1953,Ballot b,433031,33.4
2010,1826,Keeping house,Not applicable,Not applicable,No,Not applicable,Not applicable,Not applicable,Not applicable,2,54,10,Lt high school,Female,Black,Yes,3,0,$6000 to 6999,Not applicable,$6 000 to 6 999,Not applicable,Too much,Not too happy,Not applicable,Not applicable,2nd important,0,Not applicable,Not at all sat,Below average,No,Not applicable,Don't know,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No issp,Not applicable,Not applicable,Not applicable,Own or is buying,1st person,-1,1956,Ballot b,No answer,-1
2010,1827,Retired,Not applicable,Not applicable,Yes,Someone else,Secretaries,Construction,Secretaries and administrative assistants,2,63,10,Lt high school,Female,White,Yes,2,No answer,Refused,Not applicable,Refused,Not applicable,Too much,No answer,Not applicable,Not applicable,2nd important,0,Not applicable,More or less,No answer,No,Not applicable,Much better,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No issp,Not applicable,Not applicable,Not applicable,No answer,1st person,38.4,1947,Ballot b,436014,38.8
2010,1828,Other,Not applicable,Not applicable,Yes,Someone else,Licensed practical nurses,Nursing and personal care facilities,Licensed practical and licensed vocational nurses,4,55,8,Lt high school,Female,White,Yes,1,1,$25000 or more,$25000 or more,$30000 to 34999,$30000 to 34999,Not applicable,Pretty happy,Fair,Routine,2nd important,52,Full-time,More or less,Average,No,Hard work,Somewhat better,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No issp,Yes,Not applicable,Not applicable,Not applicable,1st person,43.7,1955,Ballot c,291199.03,46.6
2010,1829,Other,Not applicable,Not applicable,Yes,Someone else,Farm workers,"Agricultural production, crops",Miscellaneous agricultural workers,4,69,5,Lt high school,Male,Black,Yes,1,0,$5000 to 5999,Not applicable,$5 000 to 5 999,Not applicable,Too much,Pretty happy,Fair,Routine,Not applicable,0,Not applicable,Not at all sat,Average,Not applicable,Both equally,Not applicable,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No issp,No,Not applicable,Not applicable,Own or is buying,1st person,26.5,1941,Ballot a,452092.02,14
2010,1830,Working fulltime,50,Not applicable,Not applicable,Someone else,Insurance sales occupations,Insurance,Insurance sales agents,2,41,14,High school,Male,White,Yes,4,2,$25000 or more,$25000 or more,$90000 to $109999,$60000 to 74999,Not applicable,Very happy,Not applicable,Not applicable,2nd important,52,Full-time,Satisfied,Don't know,No,Not applicable,Much better,Independent contractor/consultant/freelance worker,6-11.9 months,Day shift,6,More than once a week,Worker wants to work at home,Yes,Strongly agree,Disagree,Strongly agree,Disagree,Agree,Agree,Agree,Very true,Somewhat true,About as much as you deserve,Yes,Very good,0,0,0,Sometimes,No,Rarely,Very satisfied,Private company,Sometimes,Not applicable,Not applicable,Not applicable,Own or is buying,1st person,65.8,1969,Ballot b,413021,57.8
2010,1831,Working fulltime,40,Not applicable,Not applicable,Someone else,"Administrators and officials, public administration","Public finance, taxation, and monetary policy",Appraisers and assessors of real estate,2,58,12,High school,Female,White,Yes,2,2,$25000 or more,$20000 - 24999,$60000 to 74999,$20000 to 22499,Too little,Not too happy,Good,Exciting,3rd important,52,Full-time,More or less,Below average,No,Hard work,About the same,"Regular, permanent employee",13,Day shift,0,Never,Not applicable,No,Strongly agree,Agree,Agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat true,Very true,Much less than you deserve,No,Very good,0,0,0,Sometimes,Yes,Rarely,Very satisfied,Government or government agency,Sometimes,Not applicable,Not applicable,Not applicable,Not applicable,2nd person,69.7,1952,Ballot c,132081,62.6
2010,1832,Working parttime,28,Not applicable,Not applicable,Someone else,Dental assistants,Offices of dentists,Dental assistants,2,34,13,High school,Female,White,Yes,4,2,$25000 or more,$10000 - 14999,$60000 to 74999,$12500 to 14999,About right,Very happy,Excellent,Routine,2nd important,52,Part-time,More or less,Average,Yes,Hard work,Much better,"Regular, permanent employee",3,Day shift,0,Never,Not applicable,No,Strongly agree,Agree,Agree,Disagree,Strongly agree,Strongly agree,Strongly disagree,Somewhat true,Not at all true,Much less than you deserve,No,Excellent,0,0,0,Very often,No,Never,Not at all satisfied,Private company,Sometimes,Not applicable,Not applicable,Not applicable,Not applicable,1st person,39.6,1976,Ballot c,319091,28.6
2010,1833,Working fulltime,40,Not applicable,Not applicable,Someone else,Waiters and waitresses,"Food stores, n.e.c.",Machine feeders and offbearers,1,32,12,High school,Female,White,Yes,1,1,Lt $1000,Not applicable,Under $1 000,Not applicable,Too little,Not too happy,Don't know,Exciting,2nd important,9,Full-time,Not at all sat,Far below average,Yes,Both equally,About the same,"Regular, permanent employee",Less than 6 months,Day shift,0,Never,Not applicable,No,Agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Agree,Not at all true,Very true,Much less than you deserve,No,Good,0,3,0,Often,No,Never,Somewhat satisfied,Private company,Often,Not applicable,Not applicable,Not applicable,Not applicable,1st person,32.4,1978,Ballot c,353021,21.1
2010,1834,Working fulltime,50,Not applicable,Not applicable,Self-employed,"Plumbers, pipefitters, and steamfitters, except apprentices",Construction,"Pipelayers, plumbers, pipefitters, and steamfitters",2,49,12,High school,Male,White,Yes,2,2,$25000 or more,$25000 or more,$50000 to 59999,$40000 to 49999,About right,Very happy,Good,Exciting,2nd important,52,Full-time,Satisfied,Below average,No,Both equally,Somewhat better,Independent contractor/consultant/freelance worker,30,Irregular shift/on-call,6,More than once a week,Worker has to work at home to keep up with job,No,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Very true,Very true,About as much as you deserve,Yes,Very good,1,0,0,Often,Yes,Rarely,Somewhat satisfied,Private company,Often,Not applicable,Not applicable,Not applicable,Not applicable,2nd person,38.1,1961,Ballot c,472152.02,36.2
2010,1835,Retired,Not applicable,Not applicable,Yes,Someone else,Registered nurses,Administration of human resources programs,Registered nurses,3,65,14,Junior college,Female,White,Yes,2,0,$25000 or more,Not applicable,$60000 to 74999,Not applicable,Not applicable,Very happy,Good,Routine,Not applicable,0,Not applicable,Satisfied,Average,Not applicable,Hard work,Not applicable,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No issp,Not applicable,Not applicable,Not applicable,Own or is buying,2nd person,73.2,1945,Ballot a,291111,84.2
